truck_id,source_id,source_road,generated_at_step,removed_at_step,travel_time_min,travel_distance_m,sink_id,sink_road,scenario,replication
Truck16394,3237,N204,6144,6173,29,22927.921764430062,1356,N102,S0,0
Truck16438,2346,N2,6162,6173,11,8361.824044117648,0,N1,S0,0
Truck16263,3511,N207,6096,6174,78,61712.07469908522,3346,N207,S0,0
Truck16270,1710,N105,6099,6174,75,59502.63224849072,1356,N102,S0,0
Truck16349,1826,N105,6129,6174,45,35419.96612285012,2346,N2,S0,0
Truck16454,3346,N207,6168,6174,6,4778.025000000019,3237,N204,S0,0
Truck15084,0,N1,5652,6175,523,418092.23368301,1338,N1,S0,0
Truck16068,2346,N2,6024,6175,151,120750.32294841648,1587,N104,S0,0
Truck16245,1574,N102,6090,6175,85,67954.89974603387,1356,N102,S0,0
Truck16258,1356,N102,6096,6175,79,62522.65011580461,2346,N2,S0,0
Truck16280,1587,N104,6102,6175,73,58244.67283261178,1356,N102,S0,0
Truck16329,1709,N104,6120,6177,57,45539.23563910388,1587,N104,S0,0
Truck16353,1826,N105,6132,6177,45,35419.96612285012,2346,N2,S0,0
Truck16442,0,N1,6162,6177,15,11286.841911431562,1710,N105,S0,0
Truck16197,3231,N2,6072,6178,106,84651.50366666683,3346,N207,S0,0
Truck16321,1826,N105,6120,6178,58,46164.99061658157,1710,N105,S0,0
Truck16466,1710,N105,6174,6178,4,3185.0178673139153,2346,N2,S0,0
Truck15122,1710,N105,5670,6179,509,406970.3917715785,1338,N1,S0,0
Truck16250,0,N1,6090,6179,89,70624.47415992228,1356,N102,S0,0
Truck16367,1826,N105,6135,6180,45,35419.96612285012,2346,N2,S0,0
Truck16446,0,N1,6165,6180,15,11286.841911431562,1710,N105,S0,0
Truck16259,1574,N102,6096,6181,85,67954.89974603387,1356,N102,S0,0
Truck16276,1356,N102,6102,6181,79,62522.65011580461,2346,N2,S0,0
Truck16296,1587,N104,6108,6181,73,58244.67283261178,1356,N102,S0,0
Truck16476,1710,N105,6177,6181,4,3185.0178673139153,2346,N2,S0,0
Truck15131,1338,N1,5670,6183,513,410120.4096388928,2346,N2,S0,0
Truck16345,1709,N104,6126,6183,57,45539.23563910388,1587,N104,S0,0
Truck15103,1338,N1,5661,6184,523,418222.23368301045,0,N1,S0,0
Truck16215,3231,N2,6078,6184,106,84651.50366666683,3346,N207,S0,0
Truck16395,3329,N204,6144,6184,40,31360.076986546203,3237,N204,S0,0
Truck16426,3237,N204,6156,6185,29,22927.921764430062,1356,N102,S0,0
Truck16295,3511,N207,6108,6186,78,61712.07469908522,3346,N207,S0,0
Truck16302,1710,N105,6111,6186,75,59502.63224849072,1356,N102,S0,0
Truck16381,1826,N105,6141,6186,45,35419.96612285012,2346,N2,S0,0
Truck16486,3346,N207,6180,6186,6,4778.025000000019,3237,N204,S0,0
Truck16277,1574,N102,6102,6187,85,67954.89974603387,1356,N102,S0,0
Truck16272,0,N1,6099,6188,89,70624.47415992228,1356,N102,S0,0
Truck16388,2346,N2,6144,6188,44,34814.96612285012,1826,N105,S0,0
Truck15348,1356,N102,5754,6189,435,347484.759523088,1338,N1,S0,0
Truck16306,1710,N105,6114,6189,75,59502.63224849072,1356,N102,S0,0
Truck16361,1709,N104,6132,6189,57,45539.23563910388,1587,N104,S0,0
Truck16385,1826,N105,6144,6189,45,35419.96612285012,2346,N2,S0,0
Truck16474,0,N1,6174,6189,15,11286.841911431562,1710,N105,S0,0
Truck16114,1710,N105,6042,6190,148,117730.30508110247,1587,N104,S0,0
Truck16120,1587,N104,6042,6190,148,117730.30508110246,1710,N105,S0,0
Truck16229,3231,N2,6084,6190,106,84651.50366666683,3346,N207,S0,0
Truck16282,0,N1,6102,6191,89,70624.47415992228,1356,N102,S0,0
Truck15153,1338,N1,5679,6192,513,410120.4096388928,2346,N2,S0,0
Truck15551,1338,N1,5829,6192,363,289984.0866904762,1587,N104,S0,0
Truck16399,1826,N105,6147,6192,45,35419.96612285012,2346,N2,S0,0
Truck16478,0,N1,6177,6192,15,11286.841911431562,1710,N105,S0,0
Truck16291,1574,N102,6108,6193,85,67954.89974603387,1356,N102,S0,0
Truck16308,1356,N102,6114,6193,79,62522.65011580461,2346,N2,S0,0
Truck15167,1338,N1,5685,6194,509,407100.39177157887,1710,N105,S0,0
Truck15560,1587,N104,5832,6195,363,289854.08669047634,1338,N1,S0,0
Truck15685,3231,N2,5880,6195,315,251716.58903475184,2346,N2,S0,0
Truck16377,1709,N104,6138,6195,57,45539.23563910388,1587,N104,S0,0
Truck16403,1826,N105,6150,6195,45,35419.96612285012,2346,N2,S0,0
Truck15135,1338,N1,5673,6196,523,418222.23368301045,0,N1,S0,0
Truck16371,1826,N105,6138,6196,58,46164.99061658157,1710,N105,S0,0
Truck16427,3329,N204,6156,6196,40,31360.076986546203,3237,N204,S0,0
Truck16516,2346,N2,6192,6196,4,3185.017867313915,1710,N105,S0,0
Truck16458,3237,N204,6168,6197,29,22927.921764430062,1356,N102,S0,0
Truck16502,2346,N2,6186,6197,11,8361.824044117648,0,N1,S0,0
Truck16506,0,N1,6186,6197,11,8361.824044117646,2346,N2,S0,0
Truck16327,3511,N207,6120,6198,78,61712.07469908522,3346,N207,S0,0
Truck16334,1710,N105,6123,6198,75,59502.63224849072,1356,N102,S0,0
Truck16413,1826,N105,6153,6198,45,35419.96612285012,2346,N2,S0,0
Truck16496,0,N1,6183,6198,15,11286.841911431562,1710,N105,S0,0
Truck16518,3346,N207,6192,6198,6,4778.025000000019,3237,N204,S0,0
Truck15149,1338,N1,5676,6199,523,418222.23368301045,0,N1,S0,0
Truck16309,1574,N102,6114,6199,85,67954.89974603387,1356,N102,S0,0
Truck16344,1587,N104,6126,6199,73,58244.67283261178,1356,N102,S0,0
Truck16112,0,N1,6039,6201,162,128852.14699253405,1587,N104,S0,0
Truck16338,1710,N105,6126,6201,75,59502.63224849072,1356,N102,S0,0
Truck16340,1356,N102,6126,6201,75,59502.63224849069,1710,N105,S0,0
Truck16393,1709,N104,6144,6201,57,45539.23563910388,1587,N104,S0,0
Truck16417,1826,N105,6156,6201,45,35419.96612285012,2346,N2,S0,0
Truck16261,3231,N2,6096,6202,106,84651.50366666683,3346,N207,S0,0
Truck16534,2346,N2,6198,6202,4,3185.017867313915,1710,N105,S0,0
Truck15195,1338,N1,5694,6203,509,407100.39177157887,1710,N105,S0,0
Truck16348,1710,N105,6129,6204,75,59502.63224849072,1356,N102,S0,0
Truck16510,0,N1,6189,6204,15,11286.841911431562,1710,N105,S0,0
Truck16152,1587,N104,6054,6205,151,120750.32294841637,2346,N2,S0,0
Truck16323,1574,N102,6120,6205,85,67954.89974603387,1356,N102,S0,0
Truck15199,1338,N1,5697,6206,509,407100.39177157887,1710,N105,S0,0
Truck16318,0,N1,6117,6206,89,70624.47415992228,1356,N102,S0,0
Truck16528,0,N1,6195,6206,11,8361.824044117646,2346,N2,S0,0
Truck16409,1709,N104,6150,6207,57,45539.23563910388,1587,N104,S0,0
Truck16435,1826,N105,6162,6207,45,35419.96612285012,2346,N2,S0,0
Truck16279,3231,N2,6102,6208,106,84651.50366666683,3346,N207,S0,0
Truck16459,3329,N204,6168,6208,40,31360.076986546203,3237,N204,S0,0
Truck16322,1356,N102,6120,6209,89,70624.47415992226,0,N1,S0,0
Truck16358,3346,N207,6132,6209,77,61362.07469908524,3511,N207,S0,0
Truck16490,3237,N204,6180,6209,29,22927.921764430062,1356,N102,S0,0
Truck16538,0,N1,6198,6209,11,8361.824044117646,2346,N2,S0,0
Truck16359,3511,N207,6132,6210,78,61712.07469908522,3346,N207,S0,0
Truck16366,1710,N105,6135,6210,75,59502.63224849072,1356,N102,S0,0
Truck16550,3346,N207,6204,6210,6,4778.025000000019,3237,N204,S0,0
Truck16168,1587,N104,6060,6211,151,120750.32294841637,2346,N2,S0,0
Truck16341,1574,N102,6126,6211,85,67954.89974603387,1356,N102,S0,0
Truck16336,0,N1,6123,6212,89,70624.47415992228,1356,N102,S0,0
Truck16452,2346,N2,6168,6212,44,34814.96612285012,1826,N105,S0,0
Truck15419,1338,N1,5778,6213,435,347614.75952308805,1356,N102,S0,0
Truck16370,1710,N105,6138,6213,75,59502.63224849072,1356,N102,S0,0
Truck16425,1709,N104,6156,6213,57,45539.23563910388,1587,N104,S0,0
Truck16449,1826,N105,6168,6213,45,35419.96612285012,2346,N2,S0,0
Truck15184,0,N1,5691,6214,523,418092.23368301,1338,N1,S0,0
Truck16293,3231,N2,6108,6214,106,84651.50366666683,3346,N207,S0,0
Truck16500,1356,N102,6186,6215,29,22927.92176443006,3237,N204,S0,0
Truck16548,2346,N2,6204,6215,11,8361.824044117648,0,N1,S0,0
Truck15217,1338,N1,5703,6216,513,410120.4096388928,2346,N2,S0,0
Truck15423,1338,N1,5781,6216,435,347614.75952308805,1356,N102,S0,0
Truck16380,1710,N105,6141,6216,75,59502.63224849072,1356,N102,S0,0
Truck16355,1574,N102,6132,6217,85,67954.89974603387,1356,N102,S0,0
Truck16374,2346,N2,6138,6217,79,62522.65011580468,1356,N102,S0,0
Truck16386,1356,N102,6144,6217,73,58244.67283261179,1587,N104,S0,0
Truck16431,1826,N105,6159,6217,58,46164.99061658157,1710,N105,S0,0
Truck15227,1338,N1,5706,6219,513,410120.4096388928,2346,N2,S0,0
Truck15426,1356,N102,5784,6219,435,347484.759523088,1338,N1,S0,0
Truck16441,1709,N104,6162,6219,57,45539.23563910388,1587,N104,S0,0
Truck16467,1826,N105,6174,6219,45,35419.96612285012,2346,N2,S0,0
Truck16200,1587,N104,6072,6220,148,117730.30508110246,1710,N105,S0,0
Truck16311,3231,N2,6114,6220,106,84651.50366666683,3346,N207,S0,0
Truck16491,3329,N204,6180,6220,40,31360.076986546203,3237,N204,S0,0
Truck16354,1356,N102,6132,6221,89,70624.47415992226,0,N1,S0,0
Truck16364,0,N1,6132,6221,89,70624.47415992228,1356,N102,S0,0
Truck16522,3237,N204,6192,6221,29,22927.921764430062,1356,N102,S0,0
Truck16391,3511,N207,6144,6222,78,61712.07469908522,3346,N207,S0,0
Truck16398,1710,N105,6147,6222,75,59502.63224849072,1356,N102,S0,0
Truck16444,1710,N105,6165,6222,57,45559.99061658157,1826,N105,S0,0
Truck16373,1574,N102,6138,6223,85,67954.89974603387,1356,N102,S0,0
Truck16404,1356,N102,6150,6223,73,58244.67283261179,1587,N104,S0,0
Truck16445,1826,N105,6165,6223,58,46164.99061658157,1710,N105,S0,0
Truck16402,1710,N105,6150,6225,75,59502.63224849072,1356,N102,S0,0
Truck16457,1709,N104,6168,6225,57,45539.23563910388,1587,N104,S0,0
Truck16481,1826,N105,6180,6225,45,35419.96612285012,2346,N2,S0,0
Truck16325,3231,N2,6120,6226,106,84651.50366666683,3346,N207,S0,0
Truck16326,3346,N207,6120,6226,106,84395.50366666674,3231,N2,S0,0
Truck16588,0,N1,6216,6227,11,8361.824044117646,2346,N2,S0,0
Truck16412,1710,N105,6153,6228,75,59502.63224849072,1356,N102,S0,0
Truck16462,1710,N105,6171,6228,57,45559.99061658157,1826,N105,S0,0
Truck16495,1826,N105,6183,6228,45,35419.96612285012,2346,N2,S0,0
Truck16216,1587,N104,6078,6229,151,120750.32294841637,2346,N2,S0,0
Truck16387,1574,N102,6144,6229,85,67954.89974603387,1356,N102,S0,0
Truck16418,1356,N102,6156,6229,73,58244.67283261179,1587,N104,S0,0
Truck16463,1826,N105,6171,6229,58,46164.99061658157,1710,N105,S0,0
Truck16592,0,N1,6219,6230,11,8361.824044117646,2346,N2,S0,0
Truck15469,1338,N1,5796,6231,435,347614.75952308805,1356,N102,S0,0
Truck16473,1709,N104,6174,6231,57,45539.23563910388,1587,N104,S0,0
Truck16499,1826,N105,6186,6231,45,35419.96612285012,2346,N2,S0,0
Truck15231,1338,N1,5709,6232,523,418222.23368301045,0,N1,S0,0
Truck16343,3231,N2,6126,6232,106,84651.50366666683,3346,N207,S0,0
Truck16523,3329,N204,6192,6232,40,31360.076986546203,3237,N204,S0,0
Truck15277,1338,N1,5724,6233,509,407100.39177157887,1710,N105,S0,0
Truck16423,3511,N207,6156,6234,78,61712.07469908522,3346,N207,S0,0
Truck16430,1710,N105,6159,6234,75,59502.63224849072,1356,N102,S0,0
Truck16509,1826,N105,6189,6234,45,35419.96612285012,2346,N2,S0,0
Truck16614,3346,N207,6228,6234,6,4778.025000000019,3237,N204,S0,0
Truck16232,1587,N104,6084,6235,151,120750.32294841637,2346,N2,S0,0
Truck16405,1574,N102,6150,6235,85,67954.89974603387,1356,N102,S0,0
Truck16420,2346,N2,6156,6235,79,62522.65011580468,1356,N102,S0,0
Truck16477,1826,N105,6177,6235,58,46164.99061658157,1710,N105,S0,0
Truck16434,1710,N105,6162,6237,75,59502.63224849072,1356,N102,S0,0
Truck16489,1709,N104,6180,6237,57,45539.23563910388,1587,N104,S0,0
Truck16513,1826,N105,6192,6237,45,35419.96612285012,2346,N2,S0,0
Truck16248,1587,N104,6090,6238,148,117730.30508110246,1710,N105,S0,0
Truck16357,3231,N2,6132,6238,106,84651.50366666683,3346,N207,S0,0
Truck15291,1338,N1,5730,6239,509,407100.39177157887,1710,N105,S0,0
Truck15281,1338,N1,5727,6240,513,410120.4096388928,2346,N2,S0,0
Truck16606,0,N1,6225,6240,15,11286.841911431562,1710,N105,S0,0
Truck16419,1574,N102,6156,6241,85,67954.89974603387,1356,N102,S0,0
Truck15501,1338,N1,5808,6243,435,347614.75952308805,1356,N102,S0,0
Truck15688,1587,N104,5880,6243,363,289854.08669047634,1338,N1,S0,0
Truck16448,1710,N105,6168,6243,75,59502.63224849072,1356,N102,S0,0
Truck16504,1587,N104,6186,6243,57,45419.235639103885,1709,N104,S0,0
Truck16505,1709,N104,6186,6243,57,45539.23563910388,1587,N104,S0,0
Truck16531,1826,N105,6198,6243,45,35419.96612285012,2346,N2,S0,0
Truck16375,3231,N2,6138,6244,106,84651.50366666683,3346,N207,S0,0
Truck16554,3237,N204,6204,6244,40,31226.076986546213,3329,N204,S0,0
Truck16555,3329,N204,6204,6244,40,31360.076986546203,3237,N204,S0,0
Truck16644,2346,N2,6240,6244,4,3185.017867313915,1710,N105,S0,0
Truck16428,0,N1,6156,6245,89,70624.47415992228,1356,N102,S0,0
Truck16586,3237,N204,6216,6245,29,22927.921764430062,1356,N102,S0,0
Truck16236,0,N1,6084,6246,162,128852.14699253405,1587,N104,S0,0
Truck16455,3511,N207,6168,6246,78,61712.07469908522,3346,N207,S0,0
Truck16508,1710,N105,6189,6246,57,45559.99061658157,1826,N105,S0,0
Truck16541,1826,N105,6201,6246,45,35419.96612285012,2346,N2,S0,0
Truck16646,3346,N207,6240,6246,6,4778.025000000019,3237,N204,S0,0
Truck16436,1356,N102,6162,6247,85,67405.89974603386,1574,N102,S0,0
Truck16437,1574,N102,6162,6247,85,67954.89974603387,1356,N102,S0,0
Truck16450,1356,N102,6168,6247,79,62522.65011580461,2346,N2,S0,0
Truck15310,1710,N105,5739,6248,509,406970.3917715785,1338,N1,S0,0
Truck16432,0,N1,6159,6248,89,70624.47415992228,1356,N102,S0,0
Truck16468,1356,N102,6174,6249,75,59502.63224849069,1710,N105,S0,0
Truck16521,1709,N104,6192,6249,57,45539.23563910388,1587,N104,S0,0
Truck16389,3231,N2,6144,6250,106,84651.50366666683,3346,N207,S0,0
Truck16662,2346,N2,6246,6250,4,3185.017867313915,1710,N105,S0,0
Truck16559,1826,N105,6207,6252,45,35419.96612285012,2346,N2,S0,0
Truck16451,1574,N102,6168,6253,85,67954.89974603387,1356,N102,S0,0
Truck16482,1356,N102,6180,6253,73,58244.67283261179,1587,N104,S0,0
Truck16527,1826,N105,6195,6253,58,46164.99061658157,1710,N105,S0,0
Truck16656,0,N1,6243,6254,11,8361.824044117646,2346,N2,S0,0
Truck16537,1709,N104,6198,6255,57,45539.23563910388,1587,N104,S0,0
Truck16563,1826,N105,6210,6255,45,35419.96612285012,2346,N2,S0,0
Truck16652,0,N1,6240,6255,15,11286.841911431562,1710,N105,S0,0
Truck16407,3231,N2,6150,6256,106,84651.50366666683,3346,N207,S0,0
Truck16587,3329,N204,6216,6256,40,31360.076986546203,3237,N204,S0,0
Truck16460,0,N1,6168,6257,89,70624.47415992228,1356,N102,S0,0
Truck16618,3237,N204,6228,6257,29,22927.921764430062,1356,N102,S0,0
Truck16666,0,N1,6246,6257,11,8361.824044117646,2346,N2,S0,0
Truck15327,1338,N1,5745,6258,513,410120.4096388928,2346,N2,S0,0
Truck16487,3511,N207,6180,6258,78,61712.07469908522,3346,N207,S0,0
Truck16494,1710,N105,6183,6258,75,59502.63224849072,1356,N102,S0,0
Truck16573,1826,N105,6213,6258,45,35419.96612285012,2346,N2,S0,0
Truck16678,3346,N207,6252,6258,6,4778.025000000019,3237,N204,S0,0
Truck16469,1574,N102,6174,6259,85,67954.89974603387,1356,N102,S0,0
Truck16484,2346,N2,6180,6259,79,62522.65011580468,1356,N102,S0,0
Truck16464,0,N1,6171,6260,89,70624.47415992228,1356,N102,S0,0
Truck16670,0,N1,6249,6260,11,8361.824044117646,2346,N2,S0,0
Truck15341,1338,N1,5748,6261,513,410120.4096388928,2346,N2,S0,0
Truck16498,1710,N105,6186,6261,75,59502.63224849072,1356,N102,S0,0
Truck16544,1710,N105,6204,6261,57,45559.99061658157,1826,N105,S0,0
Truck16553,1709,N104,6204,6261,57,45539.23563910388,1587,N104,S0,0
Truck16577,1826,N105,6216,6261,45,35419.96612285012,2346,N2,S0,0
Truck16545,1826,N105,6204,6262,58,46164.99061658157,1710,N105,S0,0
Truck16628,1356,N102,6234,6263,29,22927.92176443006,3237,N204,S0,0
Truck16676,2346,N2,6252,6263,11,8361.824044117648,0,N1,S0,0
Truck16558,1710,N105,6207,6264,57,45559.99061658157,1826,N105,S0,0
Truck15323,1338,N1,5742,6265,523,418222.23368301045,0,N1,S0,0
Truck16483,1574,N102,6180,6265,85,67954.89974603387,1356,N102,S0,0
Truck15356,1710,N105,5757,6266,509,406970.3917715785,1338,N1,S0,0
Truck16598,2346,N2,6222,6266,44,34814.96612285012,1826,N105,S0,0
Truck15752,1587,N104,5904,6267,363,289854.08669047634,1338,N1,S0,0
Truck16286,0,N1,6105,6267,162,128852.14699253405,1587,N104,S0,0
Truck16569,1709,N104,6210,6267,57,45539.23563910388,1587,N104,S0,0
Truck16595,1826,N105,6222,6267,45,35419.96612285012,2346,N2,S0,0
Truck16684,0,N1,6252,6267,15,11286.841911431562,1710,N105,S0,0
Truck16439,3231,N2,6162,6268,106,84651.50366666683,3346,N207,S0,0
Truck16619,3329,N204,6228,6268,40,31360.076986546203,3237,N204,S0,0
Truck16708,2346,N2,6264,6268,4,3185.017867313915,1710,N105,S0,0
Truck16492,0,N1,6180,6269,89,70624.47415992228,1356,N102,S0,0
Truck16650,3237,N204,6240,6269,29,22927.921764430062,1356,N102,S0,0
Truck15569,1338,N1,5835,6270,435,347614.75952308805,1356,N102,S0,0
Truck16519,3511,N207,6192,6270,78,61712.07469908522,3346,N207,S0,0
Truck16605,1826,N105,6225,6270,45,35419.96612285012,2346,N2,S0,0
Truck16710,3346,N207,6264,6270,6,4778.025000000019,3237,N204,S0,0
Truck16501,1574,N102,6186,6271,85,67954.89974603387,1356,N102,S0,0
Truck16702,0,N1,6261,6272,11,8361.824044117646,2346,N2,S0,0
Truck16530,1710,N105,6198,6273,75,59502.63224849072,1356,N102,S0,0
Truck16585,1709,N104,6216,6273,57,45539.23563910388,1587,N104,S0,0
Truck16609,1826,N105,6228,6273,45,35419.96612285012,2346,N2,S0,0
Truck16453,3231,N2,6168,6274,106,84651.50366666683,3346,N207,S0,0
Truck15377,1338,N1,5763,6276,513,410120.4096388928,2346,N2,S0,0
Truck16540,1710,N105,6201,6276,75,59502.63224849072,1356,N102,S0,0
Truck16623,1826,N105,6231,6276,45,35419.96612285012,2346,N2,S0,0
Truck15355,1338,N1,5754,6277,523,418222.23368301045,0,N1,S0,0
Truck16515,1574,N102,6192,6277,85,67954.89974603387,1356,N102,S0,0
Truck16591,1826,N105,6219,6277,58,46164.99061658157,1710,N105,S0,0
Truck15391,1338,N1,5769,6278,509,407100.39177157887,1710,N105,S0,0
Truck15597,1338,N1,5844,6279,435,347614.75952308805,1356,N102,S0,0
Truck16546,1356,N102,6204,6279,75,59502.63224849069,1710,N105,S0,0
Truck16601,1709,N104,6222,6279,57,45539.23563910388,1587,N104,S0,0
Truck16627,1826,N105,6234,6279,45,35419.96612285012,2346,N2,S0,0
Truck15359,1338,N1,5757,6280,523,418222.23368301045,0,N1,S0,0
Truck16352,1710,N105,6132,6280,148,117730.30508110247,1587,N104,S0,0
Truck16360,1587,N104,6132,6280,148,117730.30508110246,1710,N105,S0,0
Truck16471,3231,N2,6174,6280,106,84651.50366666683,3346,N207,S0,0
Truck16651,3329,N204,6240,6280,40,31360.076986546203,3237,N204,S0,0
Truck15405,1338,N1,5772,6281,509,407100.39177157887,1710,N105,S0,0
Truck16524,0,N1,6192,6281,89,70624.47415992228,1356,N102,S0,0
Truck16682,3237,N204,6252,6281,29,22927.921764430062,1356,N102,S0,0
Truck16551,3511,N207,6204,6282,78,61712.07469908522,3346,N207,S0,0
Truck16637,1826,N105,6237,6282,45,35419.96612285012,2346,N2,S0,0
Truck16742,3346,N207,6276,6282,6,4778.025000000019,3237,N204,S0,0
Truck15373,1338,N1,5760,6283,523,418222.23368301045,0,N1,S0,0
Truck16533,1574,N102,6198,6283,85,67954.89974603387,1356,N102,S0,0
Truck16568,1587,N104,6210,6283,73,58244.67283261178,1356,N102,S0,0
Truck16562,1710,N105,6210,6285,75,59502.63224849072,1356,N102,S0,0
Truck16617,1709,N104,6228,6285,57,45539.23563910388,1587,N104,S0,0
Truck16641,1826,N105,6240,6285,45,35419.96612285012,2346,N2,S0,0
Truck16722,1710,N105,6270,6285,15,11286.841911431562,0,N1,S0,0
Truck15376,0,N1,5763,6286,523,418092.23368301,1338,N1,S0,0
Truck16485,3231,N2,6180,6286,106,84651.50366666683,3346,N207,S0,0
Truck16532,1356,N102,6198,6287,89,70624.47415992226,0,N1,S0,0
Truck15409,1338,N1,5775,6288,513,410120.4096388928,2346,N2,S0,0
Truck15615,1338,N1,5853,6288,435,347614.75952308805,1356,N102,S0,0
Truck16572,1710,N105,6213,6288,75,59502.63224849072,1356,N102,S0,0
Truck16655,1826,N105,6243,6288,45,35419.96612285012,2346,N2,S0,0
Truck15386,0,N1,5766,6289,523,418092.23368301,1338,N1,S0,0
Truck15387,1338,N1,5766,6289,523,418222.23368301045,0,N1,S0,0
Truck16547,1574,N102,6204,6289,85,67954.89974603387,1356,N102,S0,0
Truck16566,2346,N2,6210,6289,79,62522.65011580468,1356,N102,S0,0
Truck16584,1587,N104,6216,6289,73,58244.67283261178,1356,N102,S0,0
Truck16542,0,N1,6201,6290,89,70624.47415992228,1356,N102,S0,0
Truck16576,1710,N105,6216,6291,75,59502.63224849072,1356,N102,S0,0
Truck16633,1709,N104,6234,6291,57,45539.23563910388,1587,N104,S0,0
Truck16503,3231,N2,6186,6292,106,84651.50366666683,3346,N207,S0,0
Truck16683,3329,N204,6252,6292,40,31360.076986546203,3237,N204,S0,0
Truck16772,2346,N2,6288,6292,4,3185.017867313915,1710,N105,S0,0
Truck16714,3237,N204,6264,6293,29,22927.921764430062,1356,N102,S0,0
Truck15633,1338,N1,5859,6294,435,347614.75952308805,1356,N102,S0,0
Truck16583,3511,N207,6216,6294,78,61712.07469908522,3346,N207,S0,0
Truck16590,1710,N105,6219,6294,75,59502.63224849072,1356,N102,S0,0
Truck16669,1826,N105,6249,6294,45,35419.96612285012,2346,N2,S0,0
Truck16752,0,N1,6279,6294,15,11286.841911431562,1710,N105,S0,0
Truck16392,1587,N104,6144,6295,151,120750.32294841637,2346,N2,S0,0
Truck16564,1356,N102,6210,6295,85,67405.89974603386,1574,N102,S0,0
Truck16565,1574,N102,6210,6295,85,67954.89974603387,1356,N102,S0,0
Truck16578,1356,N102,6216,6295,79,62522.65011580461,2346,N2,S0,0
Truck15441,1338,N1,5787,6296,509,407100.39177157887,1710,N105,S0,0
Truck15437,1338,N1,5784,6297,513,410120.4096388928,2346,N2,S0,0
Truck15643,1338,N1,5862,6297,435,347614.75952308805,1356,N102,S0,0
Truck16594,1710,N105,6222,6297,75,59502.63224849072,1356,N102,S0,0
Truck16649,1709,N104,6240,6297,57,45539.23563910388,1587,N104,S0,0
Truck16673,1826,N105,6252,6297,45,35419.96612285012,2346,N2,S0,0
Truck16517,3231,N2,6192,6298,106,84651.50366666683,3346,N207,S0,0
Truck16570,0,N1,6210,6299,89,70624.47415992228,1356,N102,S0,0
Truck16724,1356,N102,6270,6299,29,22927.92176443006,3237,N204,S0,0
Truck15647,1338,N1,5865,6300,435,347614.75952308805,1356,N102,S0,0
Truck16376,1587,N104,6138,6300,162,128852.14699253402,0,N1,S0,0
Truck16687,1826,N105,6255,6300,45,35419.96612285012,2346,N2,S0,0
Truck16764,1710,N105,6285,6300,15,11286.841911431562,0,N1,S0,0
Truck16579,1574,N102,6216,6301,85,67954.89974603387,1356,N102,S0,0
Truck16596,1356,N102,6222,6301,79,62522.65011580461,2346,N2,S0,0
Truck15451,1338,N1,5790,6303,513,410120.4096388928,2346,N2,S0,0
Truck15661,1338,N1,5868,6303,435,347614.75952308805,1356,N102,S0,0
Truck15972,2346,N2,5988,6303,315,251460.58903475184,3231,N2,S0,0
Truck16608,1710,N105,6228,6303,75,59502.63224849072,1356,N102,S0,0
Truck16665,1709,N104,6246,6303,57,45539.23563910388,1587,N104,S0,0
Truck16768,1710,N105,6288,6303,15,11286.841911431562,0,N1,S0,0
Truck16535,3231,N2,6198,6304,106,84651.50366666683,3346,N207,S0,0
Truck16659,1826,N105,6246,6304,58,46164.99061658157,1710,N105,S0,0
Truck16715,3329,N204,6264,6304,40,31360.076986546203,3237,N204,S0,0
Truck16746,3237,N204,6276,6305,29,22927.921764430062,1356,N102,S0,0
Truck16615,3511,N207,6228,6306,78,61712.07469908522,3346,N207,S0,0
Truck16622,1710,N105,6231,6306,75,59502.63224849072,1356,N102,S0,0
Truck16701,1826,N105,6261,6306,45,35419.96612285012,2346,N2,S0,0
Truck16784,0,N1,6291,6306,15,11286.841911431562,1710,N105,S0,0
Truck16806,3346,N207,6300,6306,6,4778.025000000019,3237,N204,S0,0
Truck16424,1587,N104,6156,6307,151,120750.32294841637,2346,N2,S0,0
Truck16597,1574,N102,6222,6307,85,67954.89974603387,1356,N102,S0,0
Truck16610,1356,N102,6228,6307,79,62522.65011580461,2346,N2,S0,0
Truck16632,1587,N104,6234,6307,73,58244.67283261178,1356,N102,S0,0
Truck15668,1356,N102,5874,6309,435,347484.759523088,1338,N1,S0,0
Truck15991,3231,N2,5994,6309,315,251716.58903475184,2346,N2,S0,0
Truck16626,1710,N105,6234,6309,75,59502.63224849072,1356,N102,S0,0
Truck16681,1709,N104,6252,6309,57,45539.23563910388,1587,N104,S0,0
Truck16705,1826,N105,6264,6309,45,35419.96612285012,2346,N2,S0,0
Truck16786,1710,N105,6294,6309,15,11286.841911431562,0,N1,S0,0
Truck16794,0,N1,6294,6309,15,11286.841911431562,1710,N105,S0,0
Truck16440,1587,N104,6162,6310,148,117730.30508110246,1710,N105,S0,0
Truck16549,3231,N2,6204,6310,106,84651.50366666683,3346,N207,S0,0
Truck16822,2346,N2,6306,6310,4,3185.017867313915,1710,N105,S0,0
Truck16602,0,N1,6222,6311,89,70624.47415992228,1356,N102,S0,0
Truck15473,1338,N1,5799,6312,513,410120.4096388928,2346,N2,S0,0
Truck16408,1587,N104,6150,6312,162,128852.14699253402,0,N1,S0,0
Truck16798,0,N1,6297,6312,15,11286.841911431562,1710,N105,S0,0
Truck16611,1574,N102,6228,6313,85,67954.89974603387,1356,N102,S0,0
