road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry
N1,63.269,LRP064,23.5020278,90.9448886,,KmPost,Km post Missing,152,375.0,KmPost,,,,,link,POINT (90.9448886 23.5020278)
N1,64.269,LRP065,23.4995274,90.9541667,,KmPost,Km post Missing,153,1000.000000000007,KmPost,,,,,link,POINT (90.9541667 23.4995274)
N1,65.269,LRP066,23.4986386,90.9651111,,KmPost,Km post Missing,154,1000.0,KmPost,,,,,link,POINT (90.9651111 23.4986386)
N1,65.543,LRP066a,23.4980552,90.9660278,,Culvert,Box culvert,155,274.0000000000009,Culvert,LRP066a,35.59166666666667,D,MUNDABAD BOX CULVERT,link,POINT (90.9660278 23.4980552)
N1,65.726,LRP067,23.4972774,90.9674716,,KmPost,Ctg 191 km,156,182.99999999999272,KmPost,,,,,link,POINT (90.9674716 23.4972774)
N1,66.726,LRP068,23.4942219,90.9765549,,KmPost,Km post Missing,157,1000.0,KmPost,,,,,link,POINT (90.9765549 23.4942219)
N1,67.42,LRP068a,23.4951386,90.9829993,,Culvert,Box culvert,158,694.0000000000026,Culvert,LRP068a,9.8005,B,MILL GHAT BOX CULVERT,link,POINT (90.9829993 23.4951386)
N1,67.726,LRP069,23.4942497,90.985833,,KmPost,Km post Missing,159,305.9999999999974,KmPost,,,,,link,POINT (90.985833 23.4942497)
N1,68.726,LRP070,23.4911386,90.9950274,,KmPost,Km post Missing,160,1000.0,KmPost,,,,,link,POINT (90.9950274 23.4911386)
N1,69.616,LRP070a,23.4894441,91.0033056,,"SideRoad,Left",Road to Debiduar (Z1008),161,890.0000000000006,"SideRoad,Left",LRP070a,36.52782608695652,D,LAXMEPUR CULVERT,link,POINT (91.0033056 23.4894441)
N1,69.638,LRP070b,23.4893886,91.0034722,,"SideRoad,Right",Road to Jhalam (Z1022),162,22.00000000000557,"SideRoad,Right",LRP070b,5.092499999999999,C,.,link,POINT (91.0034722 23.4893886)
N1,69.709,LRP071,23.4896108,91.0043056,,KmPost,Ctg 188 km,163,70.99999999999795,KmPost,,,,,link,POINT (91.0043056 23.4896108)
N1,70.443,LRP072,23.4893052,91.0112778,,KmPost,"Ctg 188 km,Comilla 20 km",164,733.9999999999947,KmPost,,,,,link,POINT (91.0112778 23.4893052)
N1,70.527,LRP072a,23.4890552,91.0120278,BS,Bridge,Bridge start,165,91.54846153846155,Bridge,LRP072a,91.54846153846155,C,NEAR BHAIRAB SLAB CULVERT,bridge,POINT (91.0120278 23.4890552)
N1,70.557,LRP072b,23.4889441,91.01225,BE,Bridge,Bridge end,166,3.2,Bridge,LRP072b,3.2,B,.,bridge,POINT (91.01225 23.4889441)
N1,70.755,LRP073,23.488333,91.0140833,,KmPost,Ctg 187 km,167,197.9999999999933,KmPost,,,,,link,POINT (91.0140833 23.488333)
N1,71.775,LRP074,23.4846386,91.0229438,,KmPost,Km post missing,168,1020.0000000000102,KmPost,,,,,link,POINT (91.0229438 23.4846386)
N1,72.775,LRP075,23.4827771,91.0321382,,KmPost,Km post missing,169,1000.0,KmPost,,,,,link,POINT (91.0321382 23.4827771)
N1,73.688,LRP075a,23.481166,91.0404441,,Culvert,Box culvert,170,912.9999999999967,Culvert,LRP075a,23.523684210526316,D,Bagutia Bridge,link,POINT (91.0404441 23.481166)
N1,73.829,LRP076,23.4814716,91.0419719,,KmPost,Ctg 184 km,171,140.99999999999113,KmPost,,,,,link,POINT (91.0419719 23.4814716)
N1,74.7,LRP076a,23.4820827,91.0504167,,Culvert,Box culvert,172,871.0000000000093,Culvert,LRP076a,13.41,D,SUNSRAMPUR CULVERT,link,POINT (91.0504167 23.4820827)
N1,74.829,LRP077,23.4821382,91.0516944,,KmPost,Km post missing,173,128.99999999999068,KmPost,,,,,link,POINT (91.0516944 23.4821382)
N1,75.589,LRP077a,23.4815271,91.0590278,,"SideRoad,Left",Road to Khangsanagar (Z1219) left road to Barua Z1028 right,174,760.0000000000051,"SideRoad,Left",LRP077a,8.285714285714286,C,NIMSHAR SLAB CULVERT,link,POINT (91.0590278 23.4815271)
N1,75.829,LRP078,23.4815549,91.0613611,,KmPost,Km post missing,175,239.99999999999488,KmPost,,,,,link,POINT (91.0613611 23.4815549)
N1,76.829,LRP079,23.4801104,91.0706382,,KmPost,Km post missing,176,1000.0,KmPost,,,,,link,POINT (91.0706382 23.4801104)
N1,77.773,LRP079a,23.4770827,91.0789993,,Culvert,Box culvert,177,944.0000000000026,Culvert,LRP079a,38.55047619047619,C,KHARIALA 2,link,POINT (91.0789993 23.4770827)
N1,77.829,LRP080,23.4770271,91.0794716,,KmPost,Km post missing,178,55.999999999997385,KmPost,,,,,link,POINT (91.0794716 23.4770271)
N1,78.829,LRP081,23.4781938,91.0889997,,KmPost,Km post missing,179,1000.0,KmPost,,,,,link,POINT (91.0889997 23.4781938)
N1,79.829,LRP082,23.4775549,91.0986663,,KmPost,Km post missing,180,1000.0,KmPost,,,,,link,POINT (91.0986663 23.4775549)
N1,80.342,LRP082a,23.4778604,91.1036111,,Culvert,Box culvert,181,513.0000000000052,Culvert,LRP082a,7.163846153846155,D,Raikhali Bridge,link,POINT (91.1036111 23.4778604)
N1,80.829,LRP083,23.4779993,91.1055278,,KmPost,Km post missing,182,486.99999999999477,KmPost,,,,,link,POINT (91.1055278 23.4779993)
N1,81.801,LRP083a,23.4789438,91.1177216,,Culvert,Box culvert,183,972.0000000000084,Culvert,LRP083a,14.537058823529414,D,TIPRA BAZAR BOX CULVERT,link,POINT (91.1177216 23.4789438)
N1,81.829,LRP084,23.4789716,91.1179993,,KmPost,Km post missing,184,27.999999999991587,KmPost,,,,,link,POINT (91.1179993 23.4789716)
N1,81.846,LRP084a,23.4789716,91.118166,,"SideRoad,Left",Road to Brahmanbaria(N102),185,17.000000000010118,"SideRoad,Left",LRP084a,6.122857142857143,D,KUTTAPARCA CULVERT,link,POINT (91.118166 23.4789716)
N1,82.393,LRP084b,23.4793327,91.1234716,,Culvert,Box culvert,186,546.999999999997,Culvert,LRP084b,11.86,C,CHOTARA BOX CULVERT,link,POINT (91.1234716 23.4793327)
N1,82.829,LRP085,23.4800827,91.1276382,,KmPost,Km post missing,187,435.99999999999284,KmPost,,,,,link,POINT (91.1276382 23.4800827)
N1,83.829,LRP086,23.4767216,91.1364441,,KmPost,Km post missing,188,1000.0,KmPost,,,,,link,POINT (91.1364441 23.4767216)
N1,84.829,LRP087,23.4682216,91.1394441,,KmPost,Km post missing,189,1000.0,KmPost,,,,,link,POINT (91.1394441 23.4682216)
N1,85.829,LRP088,23.4595833,91.1421386,,KmPost,Km post missing,190,1000.0,KmPost,,,,,link,POINT (91.1421386 23.4595833)
N1,85.897,LRP088a,23.459,91.142333,,CrossRoad,Cross road Z1029,191,68.00000000001205,CrossRoad,LRP088a,25.37357142857143,D,DHANPUR RCC GIDER BRIDGE,link,POINT (91.142333 23.459)
N1,86.829,LRP089,23.4513056,91.1460552,,KmPost,Km post missing,192,931.999999999988,KmPost,,,,,link,POINT (91.1460552 23.4513056)
N1,87.132,LRP089a,23.448833,91.1471386,BS,Bridge,Bridge start,193,13.438181818181818,Bridge,LRP089a,13.438181818181818,B,Raboa Bridge,bridge,POINT (91.1471386 23.448833)
N1,87.156,LRP089b,23.4486386,91.1472497,BE,Bridge,Bridge end,194,5.84,Bridge,LRP089b,5.84,A,.,bridge,POINT (91.1472497 23.4486386)
N1,87.366,LRP089c,23.4469441,91.1481386,,CrossRoad,Cross Road with Z1052,195,209.99999999999375,CrossRoad,LRP089c,6.0,A,BUSTERMINAL,link,POINT (91.1481386 23.4469441)
N1,87.829,LRP090,23.4425274,91.1497774,,KmPost,Km post missing,196,462.99999999999386,KmPost,,,,,link,POINT (91.1497774 23.4425274)
N1,88.513,LRP091,23.4373886,91.1521944,,KmPost,Ctg 170 km,197,684.0000000000117,KmPost,,,,,link,POINT (91.1521944 23.4373886)
N1,89.513,LRP092,23.4288882,91.1553889,,KmPost,Km post missing,198,1000.0,KmPost,,,,,link,POINT (91.1553889 23.4288882)
N1,90.493,LRP093,23.4236938,91.1626944,,KmPost,Ctg 168 km,199,979.9999999999898,KmPost,,,,,link,POINT (91.1626944 23.4236938)
N1,90.521,LRP093a,23.4235827,91.1629722,BS,Bridge,Bridge start,200,50.068888888888885,Bridge,LRP093a,50.068888888888885,C,.,bridge,POINT (91.1629722 23.4235827)
N1,90.558,LRP093b,23.423416,91.1632778,BE,Bridge,Bridge end,201,2.8333333333333335,Bridge,LRP093b,2.8333333333333335,B,.,bridge,POINT (91.1632778 23.423416)
N1,91.066,LRP093c,23.4213604,91.167666,,RailRoadCrossing,Rail Road Crossing,202,507.99999999999557,RailRoadCrossing,LRP093c,26.575,C,Chatol Bridge,link,POINT (91.167666 23.4213604)
N1,91.493,LRP094,23.4195271,91.171416,,KmPost,Km post missing,203,426.9999999999925,KmPost,,,,,link,POINT (91.171416 23.4195271)
N1,91.583,LRP094a,23.4191382,91.1721938,,CrossRoad,Left to Comilla Right to Noakhali,204,90.00000000000341,CrossRoad,LRP094a,10.719999999999999,C,.,link,POINT (91.1721938 23.4191382)
N1,92.121,LRP095,23.4149444,91.1801382,,KmPost,"Ctg 66 km,Feni 52 km",205,537.9999999999967,KmPost,,,,,link,POINT (91.1801382 23.4149444)
N1,92.632,LRP095a,23.4131111,91.1846663,BS,Bridge,Bridge start,206,15.773333333333333,Bridge,LRP095a,15.773333333333333,D,BOE SHASY BOX CULVERT,bridge,POINT (91.1846663 23.4131111)
N1,92.66,LRP095b,23.4130556,91.1849163,BE,Bridge,Bridge end,207,2.766666666666667,Bridge,LRP095b,2.766666666666667,C,.,bridge,POINT (91.1849163 23.4130556)
N1,93.121,LRP096,23.4125,91.1893886,,KmPost,Km post missing,208,460.9999999999985,KmPost,,,,,link,POINT (91.1893886 23.4125)
N1,94.129,LRP097,23.4113056,91.1988886,,KmPost,Ctg 164 km,209,1008.0000000000098,KmPost,,,,,link,POINT (91.1988886 23.4113056)
N1,95.156,LRP098,23.4100833,91.2087778,,KmPost,Ctg 163 km,210,1027.000000000001,KmPost,,,,,link,POINT (91.2087778 23.4100833)
N1,95.193,LRP098a,23.4100278,91.2090833,,Culvert,Box culvert,211,36.99999999999193,Culvert,LRP098a,21.831666666666663,C,RAZAPARA RCC GIDER BRIDGE,link,POINT (91.2090833 23.4100278)
N1,96.173,LRP099,23.4048056,91.2165278,,KmPost,Ctg 162 km,212,980.000000000004,KmPost,,,,,link,POINT (91.2165278 23.4048056)
N1,96.345,LRP099a,23.40375,91.2176382,BS,Bridge,Bridge start,213,10.292222222222223,Bridge,LRP099a,10.292222222222223,C,.,bridge,POINT (91.2176382 23.40375)
N1,96.374,LRP099b,23.4035556,91.2178049,BE,Bridge,Bridge end,214,19.599999999999998,Bridge,LRP099b,19.599999999999998,D,BOELOR BOX CULVERT,bridge,POINT (91.2178049 23.4035556)
N1,97.173,LRP100,23.398213447804338,91.22288776581436,,KmPost,Km post missing,215,799.0000000000066,KmPost,,,,,link,POINT (91.22288776581436 23.398213447804338)
N1,98.173,LRP101,23.3915274,91.2292493,,KmPost,Km post missing,216,1000.0,KmPost,,,,,link,POINT (91.2292493 23.3915274)
N1,98.183,LRP101a,23.3914441,91.2293049,,Culvert,Box culvert,217,10.000000000005116,Culvert,LRP101a,17.401666666666667,C,Suagazi Bridge.,link,POINT (91.2293049 23.3914441)
N1,99.075,LRP101b,23.385083,91.2345552,,Culvert,Box culvert,218,891.9999999999959,Culvert,,,,,link,POINT (91.2345552 23.385083)
N1,99.09,LRP101c,23.3849719,91.2346108,,Culvert,Box culvert,219,15.000000000000568,Culvert,LRP101c,3.0,A,ALIAKBOI,link,POINT (91.2346108 23.3849719)
N1,99.173,LRP102,23.3843886,91.2351108,,KmPost,Km post missing,220,82.99999999999841,KmPost,,,,,link,POINT (91.2351108 23.3843886)
N1,100.071,LRP102a,23.3779716,91.2403608,BS,Bridge,Bridge start,221,9.821666666666667,Bridge,LRP102a,9.821666666666667,C,BURUNDI (3) BOX CULVERT,bridge,POINT (91.2403608 23.3779716)
N1,100.101,LRP102b,23.3777493,91.2405274,BE,Bridge,Bridge end,222,30.000000000001137,Bridge,,,Unknown,,bridge,POINT (91.2405274 23.3777493)
N1,100.173,LRP103,23.377166,91.2409163,,KmPost,Km post missing,223,72.00000000000273,KmPost,,,,,link,POINT (91.2409163 23.377166)
N1,101.173,LRP104,23.3695827,91.2462774,,KmPost,Km post missing,224,1000.0,KmPost,,,,,link,POINT (91.2462774 23.3695827)
N1,101.344,LRP104a,23.3683327,91.2471108,,Culvert,Box culvert,225,170.99999999999227,Culvert,LRP104a,21.237272727272728,C,BILPASA CULVERT,link,POINT (91.2471108 23.3683327)
N1,102.248,LRP105,23.3615278,91.2515556,,KmPost,"Ctg 156 km,Feni 43 km",226,904.0000000000106,KmPost,,,,,link,POINT (91.2515556 23.3615278)
N1,102.614,LRP105a,23.3586389,91.25325,BS,Bridge,Bridge start,227,10.700000000000001,Bridge,LRP105a,10.700000000000001,D,CHANSIRI BOXCUIVERT,bridge,POINT (91.25325 23.3586389)
N1,102.638,LRP105b,23.3584444,91.2533333,BE,Bridge,Bridge end,228,4.55,Bridge,LRP105b,4.55,A,.,bridge,POINT (91.2533333 23.3584444)
N1,103.248,LRP106,23.3536944,91.2561389,,KmPost,Km post missing,229,609.9999999999994,KmPost,,,,,link,POINT (91.2561389 23.3536944)
N1,103.935,LRP106a,23.3486386,91.2599444,,Culvert,Box culvert,230,686.9999999999976,Culvert,LRP106a,12.896,C,ARINAGAR CULVERT,link,POINT (91.2599444 23.3486386)
N1,104.248,LRP107,23.3463608,91.2616944,,KmPost,Km post missing,231,313.0000000000024,KmPost,,,,,link,POINT (91.2616944 23.3463608)
N1,105.248,LRP108,23.3390552,91.2672216,,KmPost,Km post missing,232,1000.0,KmPost,,,,,link,POINT (91.2672216 23.3390552)
N1,105.692,LRP108a,23.3360274,91.2700549,BS,Bridge,Bridge start,233,7.671428571428572,Bridge,LRP108a,7.671428571428572,D,KODHMADAB PUR,bridge,POINT (91.2700549 23.3360274)
N1,105.736,LRP108b,23.3357219,91.2703049,BE,Bridge,Bridge end,234,17.71,Bridge,LRP108b,17.71,C,.,bridge,POINT (91.2703049 23.3357219)
N1,105.879,LRP108c,23.3347219,91.271166,,"SideRoad,Right",Road to Harishchar (Z1046),235,143.00000000000068,"SideRoad,Right",,,,,link,POINT (91.271166 23.3347219)
N1,106.248,LRP109,23.3321938,91.2734716,,KmPost,Km post missing,236,368.9999999999998,KmPost,,,,,link,POINT (91.2734716 23.3321938)
N1,107.248,LRP110,23.3246382,91.278666,,KmPost,Km post missing,237,1000.0,KmPost,,,,,link,POINT (91.278666 23.3246382)
N1,107.321,LRP110a,23.324166,91.2791104,BS,Bridge,Bridge start,238,21.530833333333334,Bridge,LRP110a,21.530833333333334,D,BAGIL C,bridge,POINT (91.2791104 23.324166)
N1,107.331,LRP110b,23.3240827,91.279166,BE,Bridge,Bridge end,239,1.9,Bridge,LRP110b,1.9,B,.,bridge,POINT (91.279166 23.3240827)
N1,108.248,LRP111,23.3171382,91.2836941,,KmPost,Km post missing,240,917.0000000000016,KmPost,,,,,link,POINT (91.2836941 23.3171382)
N1,108.518,LRP111a,23.3149444,91.2844719,BS,Bridge,Bridge start,241,6.984444444444445,Bridge,LRP111a,6.984444444444445,B,LALGORE BEZER CULVERT,bridge,POINT (91.2844719 23.3149444)
N1,108.537,LRP111b,23.31475,91.2845552,BE,Bridge,Bridge end,242,10.25,Bridge,LRP111b,10.25,C,.,bridge,POINT (91.2845552 23.31475)
N1,109.135,LRP111c,23.3096389,91.2861386,,Culvert,Box culvert,243,597.999999999999,Culvert,LRP111c,12.8,D,.,link,POINT (91.2861386 23.3096389)
N1,109.248,LRP112,23.3086944,91.2864163,,KmPost,Km post missing,244,112.99999999999955,KmPost,,,,,link,POINT (91.2864163 23.3086944)
N1,109.795,LRP112a,23.30425,91.288583,,Culvert,Box culvert,245,546.999999999997,Culvert,LRP112a,14.699999999999998,C,SUPUYA BOX CULVERT,link,POINT (91.288583 23.30425)
N1,110.248,LRP113,23.3006111,91.290333,,KmPost,Km post missing,246,453.00000000000296,KmPost,,,,,link,POINT (91.290333 23.3006111)
N1,110.767,LRP113a,23.296083,91.2914997,BS,Bridge,Bridge start,247,8.831,Bridge,LRP113a,8.831,C,Dokhin Bedhosa Bridge,bridge,POINT (91.2914997 23.296083)
N1,110.781,LRP113b,23.2959719,91.2915274,BE,Bridge,Bridge end,248,7.437500000000001,Bridge,LRP113b,7.437500000000001,D,.,bridge,POINT (91.2915274 23.2959719)
N1,111.248,LRP114,23.2919163,91.2922219,,KmPost,Km post missing,249,466.99999999999875,KmPost,,,,,link,POINT (91.2922219 23.2919163)
N1,111.75,LRP114a,23.2876663,91.2936386,,Culvert,Box culvert,250,501.99999999999534,Culvert,LRP114a,16.235,C,Begura -2 Bridge,link,POINT (91.2936386 23.2876663)
N1,112.248,LRP115,23.283583,91.2952219,,KmPost,Km post missing,251,498.00000000000466,KmPost,,,,,link,POINT (91.2952219 23.283583)
N1,113.022,LRP115a,23.2787216,91.3002778,,Culvert,Box culvert,252,774.0000000000009,Culvert,LRP115a,12.868181818181817,C,Begurga -1 Bridge,link,POINT (91.3002778 23.2787216)
N1,113.248,LRP116,23.2768882,91.3011944,,KmPost,Km post missing,253,225.9999999999991,KmPost,,,,,link,POINT (91.3011944 23.2768882)
N1,114.248,LRP117,23.2686382,91.3049722,,KmPost,Km post missing,254,1000.0,KmPost,,,,,link,POINT (91.3049722 23.2686382)
N1,114.364,LRP117a,23.2677493,91.3054722,,Culvert,Box culvert,255,115.99999999999966,Culvert,LRP117a,3.8075,D,JAGADISHPUR,link,POINT (91.3054722 23.2677493)
N1,114.641,LRP117b,23.2654444,91.3064444,,Culvert,Box culvert,256,277.000000000001,Culvert,LRP117b,28.320000000000004,A,JAGADISHPUR,link,POINT (91.3064444 23.2654444)
N1,114.844,LRP117c,23.2636667,91.30675,,Culvert,Box culvert,257,202.99999999998875,Culvert,,,,,link,POINT (91.30675 23.2636667)
N1,115.248,LRP118,23.2601111,91.3072778,,KmPost,Km post missing,258,404.0000000000106,KmPost,,,,,link,POINT (91.3072778 23.2601111)
N1,115.404,LRP118a,23.2587222,91.3074444,,Culvert,Box culvert,259,155.9999999999917,Culvert,LRP118a,18.90857142857143,C,JAGADISHPUR 2 BOX CULVERT,link,POINT (91.3074444 23.2587222)
N1,116.248,LRP119,23.2511944,91.3086389,,KmPost,Km post missing,260,844.0000000000083,KmPost,,,,,link,POINT (91.3086389 23.2511944)
N1,116.422,LRP119a,23.249833,91.3091944,,Culvert,Box culvert,261,173.99999999999238,Culvert,LRP119a,13.156,C,KALIR BAZAR BOX CULVERT,link,POINT (91.3091944 23.249833)
N1,116.608,LRP119b,23.248333,91.3098056,BS,Bridge,Bridge start,262,5.54,Bridge,LRP119b,5.54,C,KALIA BAZER BOC CULVERT,bridge,POINT (91.3098056 23.248333)
N1,116.631,LRP119c,23.2481663,91.3098889,BE,Bridge,Bridge end,263,3.1,Bridge,LRP119c,3.1,A,ITAKHOLA BOX CULVERT,bridge,POINT (91.3098889 23.2481663)
N1,116.978,LRP119d,23.2452774,91.3110556,,Culvert,Box culvert,264,346.9999999999942,Culvert,,,,,link,POINT (91.3110556 23.2452774)
N1,117.248,LRP120,23.243083,91.3119167,,KmPost,Km post missing,265,270.00000000001023,KmPost,,,,,link,POINT (91.3119167 23.243083)
N1,117.411,LRP120a,23.2416941,91.3123611,,Culvert,Box culvert,266,162.9999999999967,Culvert,LRP120a,13.97166666666667,C,ITAKHOLA CULVERT,link,POINT (91.3123611 23.2416941)
N1,118.228,LRP120b,23.2344997,91.3131667,,Culvert,Box culvert,267,816.9999999999931,Culvert,LRP120b,3.143333333333333,C,CHADDAGRAM BAZAR BOX CULVERT,link,POINT (91.3131667 23.2344997)
N1,118.248,LRP121,23.2343052,91.3131667,,KmPost,Km post missing,268,20.000000000010232,KmPost,,,,,link,POINT (91.3131667 23.2343052)
N1,118.563,LRP121a,23.2314993,91.3132222,,Culvert,Box culvert,269,314.9999999999977,Culvert,LRP121a,14.172,A,BANGADOBA BOX CULVERT,link,POINT (91.3132222 23.2314993)
N1,119.011,LRP121b,23.2275549,91.3135278,,Culvert,Box culvert,270,447.9999999999933,Culvert,LRP121b,25.979999999999997,B,.,link,POINT (91.3135278 23.2275549)
N1,119.248,LRP122,23.2253882,91.3135833,,KmPost,Km post missing,271,237.00000000000898,KmPost,,,,,link,POINT (91.3135833 23.2253882)
N1,119.698,LRP122a,23.221416,91.3137222,,"SideRoad,Right",Road to Bangadda (Z1045),272,449.99999999998863,"SideRoad,Right",LRP122a,20.51,B,FALGUNCORA CULVERT,link,POINT (91.3137222 23.221416)
N1,120.026,LRP122b,23.2184993,91.3143889,,Culvert,Box culvert,273,328.00000000000296,Culvert,LRP122b,29.813333333333333,C,RATONPUR BOX CULVERT,link,POINT (91.3143889 23.2184993)
N1,120.248,LRP123,23.2165556,91.3149167,,KmPost,Km post missing,274,222.0000000000084,KmPost,,,,,link,POINT (91.3149167 23.2165556)
N1,120.966,LRP123a,23.2103056,91.3157222,,Culvert,Box culvert,275,717.9999999999893,Culvert,LRP123a,18.366666666666664,C,ATTOCK GRAM BOX CULVERT,link,POINT (91.3157222 23.2103056)
N1,121.248,LRP124,23.2078889,91.3159722,,KmPost,Km post missing,276,282.0000000000107,KmPost,,,,,link,POINT (91.3159722 23.2078889)
N1,122.019,LRP124a,23.201,91.3168049,,Culvert,Box culvert,277,771.0000000000008,Culvert,LRP124a,19.86428571428571,C,Shapur Bridge,link,POINT (91.3168049 23.201)
N1,122.248,LRP125,23.1990274,91.3170549,,KmPost,Km post missing,278,228.9999999999992,KmPost,,,,,link,POINT (91.3170549 23.1990274)
N1,123.113,LRP125a,23.1921108,91.3185549,,Culvert,Box culvert,279,864.9999999999949,Culvert,LRP125a,15.399999999999999,C,HORITOLA BOX CULVERT,link,POINT (91.3185549 23.1921108)
N1,123.248,LRP126,23.1909997,91.3192493,,KmPost,Km post missing,280,135.00000000000512,KmPost,,,,,link,POINT (91.3192493 23.1909997)
N1,123.771,LRP126a,23.1866941,91.3212493,BS,Bridge,Bridge start,281,16.293333333333333,Bridge,LRP126a,16.293333333333333,C,SHIBPUR BOX CULVERT,bridge,POINT (91.3212493 23.1866941)
N1,123.783,LRP126b,23.1866108,91.3212771,BE,Bridge,Bridge end,282,29.19333333333333,Bridge,LRP126b,29.19333333333333,B,SHIBPUR BOX CULVERT,bridge,POINT (91.3212771 23.1866108)
N1,124.248,LRP127,23.1826382,91.3210827,,KmPost,Km post missing,283,465.0000000000034,KmPost,,,,,link,POINT (91.3210827 23.1826382)
N1,124.862,LRP127a,23.1773604,91.3198049,,Culvert,Box culvert,284,613.9999999999901,Culvert,LRP127a,20.516,D,ANDAJER BAZER BOX CULVERT,link,POINT (91.3198049 23.1773604)
N1,125.377,LRP128,23.172916,91.3205271,,KmPost,Ctg 133 km,285,515.0000000000006,KmPost,,,,,link,POINT (91.3205271 23.172916)
N1,125.923,LRP128a,23.1681382,91.3213604,BS,Bridge,Bridge start,286,17.19666666666667,Bridge,LRP128a,17.19666666666667,D,RIAZ NAGAR BOX CULVERT,bridge,POINT (91.3213604 23.1681382)
N1,125.937,LRP128b,23.1680549,91.3213604,BE,Bridge,Bridge end,287,4.783333333333334,Bridge,LRP128b,4.783333333333334,B,TAJPUR BOX CULVERT,bridge,POINT (91.3213604 23.1680549)
N1,126.377,LRP129,23.1641389,91.3214993,,KmPost,Km post missing,288,439.9999999999977,KmPost,,,,,link,POINT (91.3214993 23.1641389)
N1,127.169,LRP129a,23.1571667,91.3224993,,Culvert,Box culvert,289,792.0000000000016,Culvert,LRP129a,10.716666666666665,C,JAJPUR BOX CULVERT,link,POINT (91.3224993 23.1571667)
N1,127.377,LRP130,23.1554167,91.3232771,,KmPost,Km post missing,290,207.9999999999984,KmPost,,,,,link,POINT (91.3232771 23.1554167)
N1,128.009,LRP130a,23.1496941,91.3254993,,"SideRoad,Right",Road to Nangolhat (Z1048),291,631.9999999999908,"SideRoad,Right",LRP130a,11.957,C,CHARA BOX CULVERT,link,POINT (91.3254993 23.1496941)
N1,128.278,LRP130b,23.1480274,91.3264993,,Culvert,Box culvert,292,269.00000000000546,Culvert,LRP130b,10.4925,A,CHARA BOX CULVERT,link,POINT (91.3264993 23.1480274)
N1,128.377,LRP131,23.1471663,91.3266938,,KmPost,Km post missing,293,99.00000000001796,KmPost,,,,,link,POINT (91.3266938 23.1471663)
N1,128.798,LRP131a,23.1433886,91.326666,,Culvert,Box culvert,294,420.99999999999227,Culvert,LRP131a,149.04,C,.,link,POINT (91.326666 23.1433886)
N1,129.377,LRP132,23.1382219,91.3263049,,KmPost,Km post missing,295,579.0000000000077,KmPost,,,,,link,POINT (91.3263049 23.1382219)
N1,129.479,LRP132a,23.1374163,91.3264716,,Culvert,Box culvert,296,102.00000000000387,Culvert,LRP132a,4.64,C,LEVEL CROSING BOX CULVERT,link,POINT (91.3264716 23.1374163)
